precedent_id,case_name,case_number,decision_date,decision_year,decision_month,decision_quarter,court_name,court_type,case_type,judgment_type,search_keyword,source,source_url,collected_at,points_at_issue,judgment_summary,precedent_content
623741,채권양도계약은 사해행위에 해당함,영덕지원-2025-가합-10060,2026-08-13,2026,8,3,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=623741&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622733,이행완료 전 매매계약해지 및 부당이득반환 소송은 소유권에관한 소송으로 볼 수 없음,대전지방법원-2025-구합-200674,2026-07-22,2026,7,3,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622733&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622819,이 사건 증여계약은 사해행위로서 취소되어야 함,인천지방법원-2023-가단-299115,2026-07-22,2026,7,3,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622819&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622761,특수관계법인과의 외형상 도급계약에 따라 실물거래 없이 수취한 세금계산서에 대한 세금계산서 불성실 가산세 부과처분,광주지방법원-2025-구합-30769,2026-07-16,2026,7,3,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622761&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622075,"(심리불속행) 쟁점신탁재산은 신탁계약상 금액으로 평가함이 타당하고, 계약상 토지비에서 상계하도록 한 영업보증금 반환채무를 차감하지 않은 처분은 위법함",대법원-2026-두-30711,2026-07-16,2026,7,3,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622075&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622741,특허권 양도계약이 부당행위계산 부인의 대상인지 여부,수원지방법원-2024-구합-75889,2026-07-15,2026,7,3,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622741&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
623307,이 사건 증여계약은 사해행위에 해당함,수원지방법원-2025-나-60663,2026-07-10,2026,7,3,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=623307&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622513,교환계약에 따라 원고의 부동산을 등기이전하고 계약상대자의 부동산은 등기경료하지 않았더라도 원고의 양도소득이 부존재한다고 볼 수 없음,서울고등법원-2026-누-3150,2026-07-08,2026,7,3,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622513&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
621939,평가기준일 전 6개월 내 매매계약이 체결된 동일 아파트 단지의 특정 호실의 매매가액을 증여재산 아파트 가액으로 평가하여 증여세를 부과한 처분은 적법함,수원지방법원-2025-구합-61778,2026-06-25,2026,6,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621939&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622919,계약금반환등·손해배상(기),2026다201948,2026-06-25,2026,6,2,대법원,대법원,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622919&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622561,체납자의 피고에 대한 증여계약은 사해행위에 해당함,부산지방법원-2025-가단-48013,2026-06-18,2026,6,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622561&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622209,매수계약의 해제로 인한 위약금을 매도계약의 해제로 인하여 얻은 위약금 소득의 필요경비로 공제할 수 있는지.,서울고등법원-2026-누-3034,2026-06-17,2026,6,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622209&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622501,분양계약상 목적물에 이 사건 대지지분이 포함되었다는 원고들의 주장은 인정하기 어려움,서울중앙지방법원-2025-나-5973,2026-06-16,2026,6,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622501&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622157,유사재산 매매계약일로부터 상속개시일까지 기간 중 재산형태의 변동이나 주변 지역의 형태 및 이용 상황 등 주위환경의 변화가 있었다고 볼 만한 자료는 없음,서울행정법원-2025-구합-53797,2026-06-12,2026,6,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622157&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622579,채무초과 상태에서 일반채권자 중의 한 사람인 피고와 상계계약을 체결한 것은 다른 일반채권자의 이익을 해치는 사해행위에 해당함,서울서부지방법원-2026-가합-1001,2026-06-11,2026,6,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622579&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622537,이 사건 계좌이체 등의 증여계약은 채권자취소권의 대상이 되는 사해행위에 해당한다,부산지방법원-2026-가단-31661,2026-06-10,2026,6,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622537&type=HTML&mobileYn=,2026-09-19 21:38:17.269658,,,
622565,피고와 체납자 사이 부동산 매매계약에 대한 사해행위취소 무변론 원고 승소 판결,서부지원-2026-가단-11050,2026-06-09,2026,6,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622565&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621335,이 사건 증여계약은 사해행위로서 취소되어야 함,고양지원-2025-가단-56624,2026-05-29,2026,5,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621335&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
620027,계약의 준거법 및 내용에 대한 원심 판단은 잘못됨,대법원-2022-두-34425,2026-05-29,2026,5,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=620027&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
622247,기타(금전)[원고가 전세보증금반환보증계약에 기하여 주택도시보증공사를 상대로 보증채무 이행금에 대한 지연손해금의 지급을 구하는 사건],2026다200365,2026-05-29,2026,5,2,대법원,대법원,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622247&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621247,소득세법 제21조 제1항 제10호에서 정한 '계약의 위약 또는 해약으로 인하여 받는 위약금과 배상금'으로서 기타소득에 해당하는지 여부,서울행정법원-2025-구합-54892,2026-05-29,2026,5,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621247&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
622113,법인세경정거부처분취소[인도네시아에서 석유개발사업을 영위하는 원고가 인도네시아 국영 석유회사 및 인도네시아 정부 내 석유ㆍ가스 규제기관과 사이에 체결한 생산물 분배계약상 자신의 참여지분 중 일부가 제3자에게 양도되었다고 주장하며 법인세 감액경정청구 거부처분의 취소를 구한 사건],2022두34425,2026-05-29,2026,5,2,대법원,대법원,세무,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622113&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
622225,시가 산정의 기준이 되는 매매계약일이 언제인지,대구지방법원-2024-구합-24981,2026-05-27,2026,5,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=622225&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
620291,주식양수도계약이 소급적으로 효력을 상실하였는지 여부,부산지방법원-2025-구합-20603,2026-05-21,2026,5,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=620291&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621399,사해행위인 매매계약 이후에 성립된 양도소득세라도 체납자의 파산선고 전에 이미 발생했다면 채무자회생법에 따른 재단채권에 해당함,대법원-2025-다-210073,2026-05-20,2026,5,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621399&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
619171,"상속개시일과 매매계약일 사이에 가격변동의 특별한 사정이 없었다고 인정되기 부족하므로, 이 사건 매매가액을 시가로 볼 수 없음",대법원-2025-두-30615,2026-05-20,2026,5,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=619171&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621181,피고와 체납자 윤aa 사이에 체결된 별지목록 기재 증여계약이 사해행위에 해당함,대전지방법원-2025-나-202572,2026-05-19,2026,5,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621181&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
623877,쟁점주식의 명의신탁은 당사자 간 합치된 명의신탁 계약이 없었으므로 증여세 과세대상이 아니라는 주장의 당부,광주지방법원-2024-구합-12986,2026-05-14,2026,5,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=623877&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
620215,"분양계약서가 실제와 달리 작성되었다는 점은 주장자인 원고들이 입증하여야 하고, 이 사건 부동산의 분양계약서가 대출을 많이 받기 위하여 거래가액을 부풀린 이른바 ’업계약서‘에 불과하다고 인정하기 어려움",서울행정법원-2025-구합-54876,2026-05-13,2026,5,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=620215&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621993,집행에관한이의[민사소송법 및 민사소송규칙에서 담보의 제공방식으로 정하고 있는 ‘지급을 보증하겠다는 위탁계약을 맺은 문서’의 범위가 문제 된 사건],2025그1024,2026-05-12,2026,5,2,대법원,대법원,민사,결정,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621993&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
619047,무자력 상태에서 명의변경계약을 체결하여 배우자에게 출자지분을 양도한 것은 사해행위에 해당함,수원지방법원-2025-가단-512837,2026-05-12,2026,5,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=619047&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
619645,"이 사건 매매계약의 이행으로서 매수인이 이 사건 각 채무를 인수하게 하고, 나머지 매매대금은 현금으로 모두 지급받음으로써 이 사건 매매계약에 따른 매매대금을 이미 지급받았다고 봄이 타당함",부산고등법원-2025-누-2489,2026-05-08,2026,5,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=619645&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621911,임대차보증금[임대인 사망 후 공동상속인 전원이 임차인과 기존 임대차계약을 연장하는 내용의 임대차계약을 체결한 행위가 민법 제1026조 제1호의 법정단순승인사유에 해당하는지 여부가 문제 된 사건],2025다220329,2026-05-08,2026,5,2,대법원,대법원,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621911&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621215,원고가 ○○에 투자금을 제공하고 수익금 명목으로 이 사건 금원을 받은 이상 설령 이 사건 계약이 적법·유효하지 않더라도 이 금원은 비영업대금 이익으로서 이자소득에 해당함,수원지방법원-2025-구합-61951,2026-05-07,2026,5,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621215&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
620397,증여계약을 취소하고 증여금액을 반환해야 함,수원고등법원-2025-나-12758,2026-05-07,2026,5,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=620397&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
618637,"(심리불속행) 채무자의 재산을 처분하는 법률행위 자체가 없었다고 볼 수는 없으므로, 해당 채권양도계약은 사해행위 취소의 대상이 됨",대법원-2026-다-200325,2026-04-30,2026,4,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=618637&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
620411,매매잔금등청구의소[지역주택조합이 조합규약 및 가입계약에서 정한 조합원 자격을 상실한 조합원을 상대로 위약금을 구한 사건],2025다213488,2026-04-30,2026,4,2,대법원,대법원,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=620411&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621197,체납자와 피고 사이에 2024. 5. 31. 체결된 이 사건 부동산에 대한 증여계약은 사해행위에 해당되므로 국세징수법 제25조 및 민법 제406조에 따라 취소되어야 함,서울중앙지방법원-2025-가단-88959,2026-04-29,2026,4,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621197&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
619461,보험금[보험계약자인 가압류 신청인의 부당한 가압류 신청으로 인하여 손해를 입은 피보험자인 원고들이 공탁보증보험계약에 기하여 보험자인 피고를 상대로 보험금의 지급을 구하는 사건],2025다220126,2026-04-16,2026,4,2,대법원,대법원,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=619461&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
618383,피고에게 동업계약에 따른 정산금 채권이 인정되는지 여부,인천지방법원-2024-가단-261247,2026-04-16,2026,4,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=618383&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
619643,지식재산권 사용료 수입시기는 사용료계약서상 지급일이며 사후적 사용료계약 합의해제계약서 작성경위로 보았을 때 진의에 의한 해제도 아닌 것으로 보여 후발적 경정사유에 해당하지도 아니하는 것을 판단,서울행정법원-2025-구합-54637,2026-04-15,2026,4,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=619643&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
619451,건물인도[상가건물 임차인이 임대차계약 기간만료 후 임차건물을 양수한 양수인을 상대로 임대차보증금 반환을 구할 수 있는지 여부가 문제 된 사건],2023다307116,2026-04-09,2026,4,2,대법원,대법원,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=619451&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621281,이 사건 매매계약은 해제되었음,서울남부지방법원-2024-가합-104858,2026-04-09,2026,4,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621281&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621163,매매계약이 무효라는 사정만으로 취득세 신고행위에 중대명백한 하자가 있다고 볼 수 없음,서울중앙지방법원-2024-가단-5198565,2026-04-08,2026,4,2,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621163&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
618421,(심리불속행)양도소득세 신고시 납세자가 제출한 매매계약서상 취득가액은 특별한 사정이 없는 한 실지거래가액으로 인정해야,대법원-2026-두-30225,2026-04-02,2026,4,2,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=618421&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
618695,"보험금[상해보험계약의 약관에서 ‘피보험자가 보험기간 중 교통재해로 인하여 사망하였을 때’ 교통재해 사망보험금을 지급하기로 정하였는데, 피보험자가 보험기간 중 교통사고를 당한 후 보험기간 종료 후에 비로소 사망한 사건]",2025다211789,2026-04-02,2026,4,2,대법원,대법원,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=618695&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
618697,업무대행자지위확인등[위임계약에서 신뢰관계 파탄을 이유로 해지를 주장하는 사건],2025다219495,2026-04-02,2026,4,2,대법원,대법원,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=618697&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
620137,이 사건 증여계약이 사해행위에 해당하는지,서울북부지방법원-2022-가단-150136,2026-03-24,2026,3,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=620137&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
618543,손해배상(기)[경제적 수리불능으로 평가되는 선박의 잔존물을 당초 그 선박에 관한 용선계약상 반환예정지로 예인하는 비용이 용선자가 부담할 손해배상 범위에 포함되는지가 문제 된 사건],2020다288436,2026-03-12,2026,3,1,대법원,대법원,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=618543&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621421,(심리불속행) 영국법인은 배당소득을 미국법인에 이전할 계약상 의무 등을 부담하는 것으로 봄이 타당,대법원-2025-두-35524,2026-03-12,2026,3,1,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621421&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
617365,토지 임대 후 임차인이 건설한 건물은 임대차계약의 내용 및 이후 철거 경위를 살펴볼 때 토지 임대인에게 귀속되는 것임,대법원2025두35665,2026-03-12,2026,3,1,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=617365&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
618043,(심리불속행기각) 계약의 위약으로 인하여 받은 배상금을 기타소득으로 보아 과세한 처분은 적법함,대법원-2025-두-35863,2026-03-12,2026,3,1,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=618043&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
619175,이 사건 증여계약은 사해행위에 해당함,인천지방법원-2025-가단-217024,2026-03-11,2026,3,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=619175&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
618647,이 사건 사해행위취소의 전제가 되는 매매계약은 부존재함,영덕지원-2025-가단-10195,2026-03-03,2026,3,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=618647&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
619805,(심리불속행)이 사건 증여계약은 사해행위에 해당함,대법원-2025-다-219604,2026-02-26,2026,2,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=619805&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
618165,위약금등청구[수분양자가 시행사 및 분양자의 지위를 승계한 신탁회사를 상대로 공급계약의 해제를 주장하며 계약금 반환 등을 구하는 사건],2023다280945,2026-02-26,2026,2,1,대법원,대법원,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=618165&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
619777,비교대상 아파트의 매매계약일부터 이 사건 아파트의 증여일까지 가격 변동의 특별한 사정이 없다고 보기 어려움,서울행정법원2025구합53008,2026-02-25,2026,2,1,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=619777&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
616793,증여계약이 사해행위에 해당함,서부지원-2025-가단-52686,2026-02-24,2026,2,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=616793&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621255,피고와 체납자 사이 매매계약은 사해행위에 해당함,서울서부지방법원-2024-가단-262992,2026-02-13,2026,2,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621255&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
623933,계약금반환 등·손해배상(기),2024나94285,2026-02-05,2026,2,1,수원지방법원,지방/기타,민사,판결,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=623933&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621423,대여금 계약에 대한 채권 압류의 효력 및 추심,서울남부지방법원-2025-가합-101261,2026-02-05,2026,2,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621423&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
617655,이 사건 주식은 이 사건 주식양수도 계약에 따라 원고에게 유효하게 양도되었다고 봄이 상당함,서울행정법원-2025-구합-54785,2026-01-30,2026,1,1,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=617655&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
617063,형제간 부동산매매계약을 사해행위로 보아 취소,의정부지방법원-2025-가단-105186,2026-01-29,2026,1,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=617063&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
614859,이 사건 부동산의 양도 당시 원고의 지분은 상속재산분할협의 계약상 1/2에 해당함,대법원-2025-두-35283,2026-01-29,2026,1,1,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=614859&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
617419,쟁점신탁재산은 신탁계약상 금액으로 평가함이 계약상 토지비에서 상계하도록 한 영업보증금 반환채무를 차감하지 않은 처분은 위법함,서울고등법원-2025-누-7523,2026-01-28,2026,1,1,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=617419&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621135,이 사건 증여계약은 사해행위에 해당함,서울서부지방법원-2025-나-1235,2026-01-23,2026,1,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621135&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
617143,"재산세 과세기준일 현재 철거보상계약이 체결된 주택에 해당하면, 종합부동산세법상 과세대상으로 볼 수 없음",대구고등법원-2025-누-10174,2026-01-16,2026,1,1,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=617143&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621367,상속재산의 협의분할은 공동상속인 간의 일종의 계약으로서 일부 상속인만으로 한 협의분할은 무효,서울중앙지방법원-2025-나-9149,2026-01-16,2026,1,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621367&type=HTML&mobileYn=,2026-09-19 21:38:17.270657,,,
621475,이 사건 근저당권설정계약이 사해행위에 해당하는지 여부,대법원-2025-다-218170,2026-01-15,2026,1,1,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=621475&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
614975,피고와 체납자 사이에 체결된 증여계약은 사해행위가 아님,대구지방법원-2025-나-302135,2026-01-14,2026,1,1,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=614975&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
616197,양도소득세 신고시 납세자가 제출한 매매계약서상 취득가액은 특별한 사정이 없는 한 실지거래가액으로 인정해야 한다,대구고등법원-2025-누-10085,2025-12-19,2025,12,4,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=616197&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
617663,교환계약에 따라 원고의 부동산을 등기이전하고 계약상대자의 부동산은 등기경료하지 않았더라도 원고의 양도소득이 부존재한다고 볼 수 없음,서울행정법원-2024-구합-92104,2025-12-12,2025,12,4,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=617663&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
620279,제3채무자는 계약 해지를 이유로 추심채권자에게 대항할 수 있음,서울고등법원-2025-나-206271,2025-12-12,2025,12,4,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=620279&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
616823,주택을 매도한 후 매수인의 해약으로 인해 위약금 소득이 발생했을때 새로운 주택 매수를 위한 매매계약 해약을 위해 지급한 위약금을 위약금 수입의 필요경비로 볼 수 없음,서울행정법원-2025-구합-53406,2025-12-12,2025,12,4,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=616823&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
613651,매매계약이 해제된 경우 양도가 있었다고 볼 수 없으므로 양도소득세 부과할 수 없음,대전지방법원-2023-구단-1113,2025-12-11,2025,12,4,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=613651&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
620353,채무불이행 사유로 매매계약 해제로 볼 수 있는지 여부,부산지방법원-2024-구합-22908,2025-12-11,2025,12,4,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=620353&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
620283,이 사건 증여계약 및 매매예약은 사해행위에 해당함,서울남부지방법원-2024-나-65278,2025-11-27,2025,11,4,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=620283&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
613837,증여자와 수증자사이 증여 계약 성립없이 증여자 일방이 수증자 명의로 주식의 명의를 변경한 경우 증여세 과세가 적법한지,수원지방법원-2024-구합-72972,2025-11-27,2025,11,4,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=613837&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
613845,이 사건 부동산 매매계약은 체납처분을 면하고자 조세채권자를 해함을 알면서 체결된 것으로 사해행위에 해당함,광주지방법원-2025-나-31075,2025-11-27,2025,11,4,,지방/기타,민사,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=613845&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
614757,아파트 입주 지연에 따른 합의금을 계약의 위약 또는 해약으로 인하여 받는 기타소득에 해당한다는 전제로 한 이 사건 처분은 적법함,인천지방법원-2025-구합-50445,2025-11-27,2025,11,4,,지방/기타,일반행정,,계약,law.go.kr,/DRF/lawService.do?OC=virtual.esq&target=prec&ID=614757&type=HTML&mobileYn=,2026-09-19 21:38:17.271658,,,
